listing_id,source_key,source,source_type,market,country,make,model,year,km,mileage_mi,price,currency,price_usd,city,region,dealer_name,dealer_company,body_type,vin,vpic_body_class,vpic_gvwr,vpic_drive_type,vpic_engine,transmission,color,drive_type,usage_class,fifth_wheel_height_mm,spec_horsepower,spec_engine_type,spec_engine_manufacturer,spec_sleeper_type,spec_wheel_base,damaged,url,n_images,image_id,path,variant,image_index,view,view_conf,is_whole_vehicle,vehicle_class,width,height,megapixels,bytes,phash,blur_laplacian_var,sharpness_tenengrad,brightness,contrast_rms,dark_clipped_frac,bright_clipped_frac,colourfulness,capture_quality,quality_bucket,clean_capture_quality,exif_has_exif,exif_has_gps,exif_camera,marketing_overlay,dealer_watermark,degradations,severity,clean_path,split
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_010,images/tr_truckmarket/14190/010.jpg,original,10,exterior_front,0.35,True,trailer_only,1080,1080,1.166,209933,f893e328136adcb1,1942.33,17918.78,0.4784,0.2447,0.0617,0.0005,24.69,0.8991,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_011,images/tr_truckmarket/14190/011.jpg,original,11,interior_cab,0.9466,False,,1080,1080,1.166,126539,f7711c03a4f241f6,671.36,8374.84,0.4048,0.2335,0.0278,0.0299,11.7,0.8584,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_012,images/tr_truckmarket/14190/012.jpg,original,12,tire_wheel,0.9799,False,,1080,1080,1.166,233340,d195ef0af47dc028,1504.19,16056.67,0.5037,0.2084,0.0186,0.0,9.99,0.8978,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_015,images/tr_truckmarket/14190/015.jpg,original,15,dashboard_odometer,0.9753,False,,1080,1080,1.166,132334,bdac2b13137c704b,701.82,8417.53,0.3499,0.2215,0.0332,0.0166,12.66,0.8328,poor,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_016,images/tr_truckmarket/14190/016.jpg,original,16,interior_cab,0.6547,False,,1080,1080,1.166,156543,b35e4d542de1929c,1104.6,10462.28,0.3324,0.2346,0.0951,0.0045,19.67,0.8187,poor,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_017,images/tr_truckmarket/14190/017.jpg,original,17,dashboard_odometer,0.8572,False,,1080,1080,1.166,172585,a88e0f283e7ae9ca,1617.35,8262.93,0.335,0.2169,0.0258,0.0033,15.5,0.865,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_018,images/tr_truckmarket/14190/018.jpg,original,18,tire_wheel,0.9044,False,,1080,1080,1.166,186825,a6219349b65ead65,711.68,8787.36,0.3831,0.1844,0.0376,0.0028,14.31,0.8357,poor,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_019,images/tr_truckmarket/14190/019.jpg,original,19,dashboard_odometer,0.9986,False,,1080,1080,1.166,118356,e0ea4e8c5cafc06e,298.82,7920.27,0.3798,0.2215,0.0184,0.0043,21.93,0.8237,poor,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_021,images/tr_truckmarket/14190/021.jpg,original,21,exterior_front,0.3395,True,truck,1080,1080,1.166,188372,adc4abfb053a9294,1572.59,17277.25,0.4873,0.2712,0.076,0.0003,25.99,0.8876,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_022,images/tr_truckmarket/14190/022.jpg,original,22,exterior_front,0.6127,True,truck,1080,1080,1.166,175216,d2c9c974a21e3cf1,1482.08,15179.74,0.4903,0.2424,0.0665,0.0033,44.18,0.8865,fair,,False,False,,False,False,,,,train
14190,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,870022,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14190,24,tr_truckmarket_14190_023,images/tr_truckmarket/14190/023.jpg,original,23,tire_wheel,0.9728,False,,1080,1080,1.166,176516,ca0ca778ce6cc93c,936.86,9931.96,0.3723,0.1641,0.0236,0.0006,18.99,0.8447,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_001,images/tr_truckmarket/14192/001.jpg,original,1,interior_cab,0.7367,False,,1080,1080,1.166,260055,9233ea14e935fb0c,2831.47,12128.38,0.3969,0.2048,0.0399,0.0037,16.18,0.8781,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_003,images/tr_truckmarket/14192/003.jpg,original,3,tire_wheel,0.9665,False,,1080,1080,1.166,236466,8e376a75605f5047,1987.37,14912.27,0.4401,0.2067,0.0306,0.0016,12.94,0.9085,good,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_004,images/tr_truckmarket/14192/004.jpg,original,4,exterior_front,0.6418,True,truck,1080,1080,1.166,167152,ee51b14f90366c33,1538.26,19526.14,0.4642,0.2314,0.0412,0.0194,58.57,0.8998,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_005,images/tr_truckmarket/14192/005.jpg,original,5,interior_cab,0.8747,False,,1080,1080,1.166,184606,f3d90e620fb42197,1684.58,17784.26,0.3777,0.2543,0.1157,0.0024,18.3,0.8404,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_007,images/tr_truckmarket/14192/007.jpg,original,7,interior_cab,0.9447,False,,1080,1080,1.166,120330,ec65110ea4f27df0,674.13,10042.23,0.4332,0.2409,0.0259,0.0449,16.75,0.8672,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_008,images/tr_truckmarket/14192/008.jpg,original,8,exterior_front,0.7056,True,truck,1080,1080,1.166,158707,8b0cec3b0b6673cc,1331.42,18123.39,0.4598,0.2165,0.0275,0.0101,50.41,0.9101,good,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_009,images/tr_truckmarket/14192/009.jpg,original,9,dashboard_odometer,0.9997,False,,1080,1080,1.166,117567,c0f497b12a5c1f63,181.51,6391.65,0.3545,0.2235,0.0451,0.0026,39.17,0.7692,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_010,images/tr_truckmarket/14192/010.jpg,original,10,tire_wheel,0.886,False,,1080,1080,1.166,232414,ea24ce6bb10e9761,1876.52,20654.01,0.4588,0.1948,0.0202,0.0002,11.89,0.9108,good,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_012,images/tr_truckmarket/14192/012.jpg,original,12,exterior_front,0.3803,True,truck,1080,1080,1.166,173537,c8c5e672813f7cc1,1524.72,15299.28,0.4861,0.2358,0.0804,0.0041,48.02,0.8743,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_013,images/tr_truckmarket/14192/013.jpg,original,13,dashboard_odometer,0.9527,False,,1080,1080,1.166,154274,f04754f6f3204f07,1009.27,14254.47,0.3624,0.2036,0.0477,0.0083,25.34,0.8428,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_014,images/tr_truckmarket/14192/014.jpg,original,14,exterior_front,0.3021,True,truck,1080,1080,1.166,208782,f899c348154acef6,1813.4,16341.51,0.4599,0.2514,0.0774,0.0001,23.95,0.9001,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_015,images/tr_truckmarket/14192/015.jpg,original,15,exterior_front,0.3383,True,truck,1080,1080,1.166,199838,a382ad7a1a59d1cd,1684.45,15833.48,0.4807,0.2627,0.0776,0.0004,25.33,0.8896,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_016,images/tr_truckmarket/14192/016.jpg,original,16,interior_cab,0.814,False,,1080,1080,1.166,156126,8b936c26d8de93d0,1306.49,15343.27,0.3243,0.2374,0.1043,0.0147,16.12,0.8066,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_017,images/tr_truckmarket/14192/017.jpg,original,17,exterior_front,0.7786,True,truck,1080,1080,1.166,160947,e61abb47192a6c2d,1372.63,19991.39,0.4561,0.2355,0.0628,0.0007,56.89,0.9039,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_019,images/tr_truckmarket/14192/019.jpg,original,19,exterior_front,0.3356,True,truck,1080,1080,1.166,159743,adc89759563e8265,1053.27,14099.03,0.5097,0.2612,0.0656,0.0005,30.34,0.8774,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_020,images/tr_truckmarket/14192/020.jpg,original,20,dashboard_odometer,0.879,False,,1080,1080,1.166,161336,bc8ca4d4f5b17164,1353.69,15161.31,0.3237,0.2335,0.0617,0.0135,14.17,0.8356,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_021,images/tr_truckmarket/14192/021.jpg,original,21,tire_wheel,0.968,False,,1080,1080,1.166,169380,fc40d037e00f13fe,599.61,9761.8,0.4315,0.1892,0.0161,0.0308,15.71,0.8487,poor,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_022,images/tr_truckmarket/14192/022.jpg,original,22,exterior_front,0.4773,True,truck,1080,1080,1.166,166146,bd81a27457e93c92,1151.52,13492.86,0.5091,0.2276,0.068,0.0013,42.49,0.8673,fair,,False,False,,False,False,,,,train
14192,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,952768,,1775000,TRY,36525.64,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14192,24,tr_truckmarket_14192_023,images/tr_truckmarket/14192/023.jpg,original,23,interior_cab,0.9583,False,,1080,1080,1.166,136246,90564db6956b2cb3,918.02,12873.01,0.3866,0.2192,0.048,0.0116,21.98,0.856,poor,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_001,images/tr_truckmarket/14193/001.jpg,original,1,exterior_front_34,0.4554,True,truck,1440,1080,1.555,187386,ec93e1cc91ac6c35,1266.2,17153.56,0.5205,0.2572,0.06,0.0009,34.25,0.9027,fair,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_002,images/tr_truckmarket/14193/002.jpg,original,2,exterior_front,0.4286,True,truck,1440,1080,1.555,183340,a78de8c24fe17063,1061.83,17601.55,0.5045,0.2655,0.0667,0.0015,33.89,0.899,fair,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_004,images/tr_truckmarket/14193/004.jpg,original,4,interior_cab,0.8827,False,,1440,1080,1.555,212346,a9e4ca0d3923f8e3,746.32,9488.94,0.5186,0.2105,0.0062,0.0106,14.24,0.8892,fair,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_005,images/tr_truckmarket/14193/005.jpg,original,5,dashboard_odometer,0.9737,False,,1440,1080,1.555,200844,dde6132e86e9cc06,739.63,11227.65,0.4563,0.2088,0.0262,0.0035,17.07,0.9089,good,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_006,images/tr_truckmarket/14193/006.jpg,original,6,exterior_front,0.427,True,truck,1440,1080,1.555,227962,bec4c93f4134cb98,1506.71,18810.29,0.5004,0.2319,0.0786,0.0024,40.57,0.8879,fair,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_007,images/tr_truckmarket/14193/007.jpg,original,7,exterior_front,0.6154,True,truck,1440,1080,1.555,192152,ed86b29c06397571,1253.58,17419.18,0.5041,0.2527,0.1015,0.0016,31.24,0.8803,fair,,False,False,,False,False,,,,train
14193,tr_truckmarket,truckmarket.com.tr,oem_dealer,TR,Turkey,MAN,TGS,2016,980423,,1450000,TRY,29837.85,İstanbul,,,,Çekici,,,,,,Otomatik,BEYAZ,,Yurt İçi Lojistik,1200,,,,,,,https://www.truckmarket.com.tr/arac-detay/14193,24,tr_truckmarket_14193_008,images/tr_truckmarket/14193/008.jpg,original,8,exterior_front,0.3336,True,truck,1440,1080,1.555,210917,f9d0a2b9b4409ecd,1377.55,18028.57,0.5038,0.2778,0.0596,0.0005,31.26,0.9114,good,,False,False,,False,False,,,,train
